lens_id,lens_name,mount,focal_length,sharpness,aberration,bokeh,autofocus,handling,value,reviews,views,last_date,recommended_by,price,rating,description,image_link,lens_link
305,Tele-Takumar/Super-Multi-Coated Takumar 400mm F5.6,8,5,8,6.3,7,0,8.7,8.7,7,"80,220","Sat July 7, 2018",100% of reviewers,$190.83 ,7.43,"The Takumar 400mm extreme-telephoto lens came in two variants, both featuring a built-in hood, tripod collar and manual aperture. The photo shows the later variant.",https://www.pentaxforums.com/lensreviews/data/25/Pentax_Takumar_400mm_F56.jpg,https://www.pentaxforums.com/lensreviews/Tele-Takumar-Super-Multi-Coated-TAKUMAR-400mm-F5.6.html
306,Takumar 500mm F5,8,5,8,7,9,0,7,10,3,"31,871","Sun January 29, 2023",67% of reviewers,$308.33 ,8,"This lens, which came in two production versions, was originally produced in 1957. Non-removable tripod collar. Rack and pinion focusing. Filters attach to the rear of lens. The photos show the late model.",https://www.pentaxforums.com/lensreviews/data/25/Tak_500_f5_b.jpg,https://www.pentaxforums.com/lensreviews/Takumar-500mm-F5.html
307,Takumar/Super-Multi-Coated Takumar 500mm F4.5,8,5,7.8,6,8.5,0,6.8,8,18,"99,371","Thu January 5, 2023",94% of reviewers,$351.14 ,7.56,"The K-mount 500mm F4.5 lens is based off of this original design. It features a built-in lens hood and tripod collar. 49mm filters can be used with this lens, mounted at the rear.",https://www.pentaxforums.com/lensreviews/data/25/SMC_Takumar_Pentax_500mm.jpg,https://www.pentaxforums.com/lensreviews/Takumar-Super-Multi-Coated-TAKUMAR-500mm-F4.5.html
308,Takumar 1000mm F8,8,5,0,0,0,0,0,0,0,"16,955","Mon January 8, 2007",No recommendations,N/A,N/A,This was the first 1000mm Takumar. It has a non-removable tripod collar and takes rear-mounted 46mm filters.,https://www.pentaxforums.com/lensreviews/data/25/Takumar_1000_8.jpg,https://www.pentaxforums.com/lensreviews/Takumar-1000mm-F8.html
309,Tele-Takumar/Super-Multi-Coated Takumar 1000mm F8,8,5,10,6,9,0,7,10,2,"43,349","Mon February 12, 2018",100% of reviewers,$750.00 ,8.5,"This is the second generation of a 1000mm lens which has 5 lens elements. Refer the separate entry for the first generation which had just 3 lens elements. The lens features a built-in tripod collar and lens hood, and was delivered with a sturdy tripod and trunk case. It takes rear-mounted 49mm filters.",https://www.pentaxforums.com/lensreviews/data/25/SMC_Pentax_Tele_Takumar_1000mm_F8.jpg,https://www.pentaxforums.com/lensreviews/Tele-Takumar-Super-Multi-Coated-TAKUMAR-1000mm-F8.html
310,SMC Takumar Zoom 45-125mm F4,8,6,9,9,8.3,0,8.8,10,5,"58,448","Wed February 26, 2020",100% of reviewers,$120.73 ,9.2,This walk around zoom lens is very similar to its K-series counterpart.,https://www.pentaxforums.com/lensreviews/data/48/SMC_Takumar-Zoom_45-125mm_F4_stock.jpg,https://www.pentaxforums.com/lensreviews/SMC-Takumar-Zoom-45-125mm-F4.html
311,Super-Takumar Zoom 70-150mm F4.5,8,6,8.5,8.5,7.5,0,5.5,7.5,3,"32,585","Sun May 1, 2016",100% of reviewers,$40.00 ,7.67,This fixed-aperture lens was Asahi's first zoom lens.,https://www.pentaxforums.com/lensreviews/data/48/Super-Takumar_70-150_4_5_aux-b.jpg,https://www.pentaxforums.com/lensreviews/Super-Takumar-Zoom-70-150mm-F4.5.html
312,Super-Multi-Coated TAKUMAR-ZOOM/Super-Takumar Zoom 85-210mm F4.5,8,6,9.3,8.8,8.3,0,8,10,9,"64,152","Thu July 25, 2024",100% of reviewers,$77.14 ,9.25,"This is a one-touch telephoto zoom with a very useful range. Data for a Super-Takumar version (product number 43770) was published, but that lens has never been sighted. Please contact a forum administrator if you own or have seen that variant. A Super-Multi-Coated Takumar with product number 43770 is known to exist and is owned by one of our forum members.",https://www.pentaxforums.com/lensreviews/data/48/Pentax_Takumar_85-210mm.jpg,https://www.pentaxforums.com/lensreviews/Super-Multi-Coated-TAKUMAR-ZOOM-Super-Takumar-Zoom-85-210mm-F4.5.html
313,S-M-C Takumar Zoom 135-600mm F6.7,8,6,7,7,7,0,2,7,2,"24,728","Thu November 15, 2012",100% of reviewers,$850.00 ,6.5,This lens features a very broad zoom range and is similar to its K-series counterpart.,https://www.pentaxforums.com/lensreviews/data/48/Super-Multi-Coated_Takumar-Zoom_135-600mm_F67.jpg,https://www.pentaxforums.com/lensreviews/S-M-C-Takumar-Zoom-135-600mm-F6.7.html
314,SMC Pentax-DA 645 25mm F4 AL [IF] SDM AW,9,1,9.3,8.7,9.3,0,9.3,9.3,3,"49,654","Tue September 30, 2014",100% of reviewers,"$5,500.00 ",9.5,"The SMC Pentax-DA 645 25mm F4 AL [IF] SDM AW is an ultra wide-angle lens with a field of view of 95.5 degrees diagonally. It is identical to its D-FA series predecessor , except that its lens hood has been stretched to give better results on digital Pentax 645 bodies. As a consequence this lens will now produce vignetting on Pentax 645 film bodies, so you should go for the D-FA version if you also shoot film. This professional lens is fully weather-sealed and features silent autofocus. The Pentax DA 645 25mm lens became available in April, 2012 for $4,995 and was discontinued in mid-2015 for unknown reasons.",https://www.pentaxforums.com/lensreviews/data/12/1332343202_DA_645D_25mm_F4_Vertical_TranspBckgrnd_sm_large.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-da-645-25mm-f4-al-if-sdm-aw.html
315,SMC Pentax-D FA 645 25mm F4 AL [IF] SDM AW,9,1,10,9,10,0,10,9,2,"52,615","Mon November 4, 2013",100% of reviewers,"$4,995.00 ",9.5,"This ultra-wide-angle lens has a field of view that corresponds roughly to a 13mm lens on a Pentax APS-C DSLR or a 20mm lens on a full-frame 35mm SLR. Its image circle is big enough for use with current Pentax 645 film bodies. It was launched in April, 2011 with an MSRP of $4999.95. It features all the latest technologies from Pentax, including SDM autofocus, quick-shift manual focus, super-protect and aero bright coatings, a drop-in filter slot, and 11 weather seals. It uses the Pentax 645 AF2 mount, with support for SDM focusing only. This lens was succeeded by the DA 25mm F4 .",https://www.pentaxforums.com/lensreviews/data/12/Pentax-645d-DFA_25mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-D-FA-645-25mm-F4-Lens.html
316,HD Pentax-D FA 645 35mm F3.5 AL [IF],9,1,9.7,8.7,9.7,0,9.7,8.3,3,"33,790","Sun July 1, 2018",100% of reviewers,"$1,599.33 ",9.67,Extreme wide angle lens for the 645 format. This lens was introduced in 2015 and replaced its FA counterpart. It retained the optical design of the FA lens but with some tweaks of the aspherical elements and the aperture blades became rounded for a nicer bokeh. The lens elements are now HD coated for increased contrast and reduced flare and ghosting. The front element has SP coating which repels water and grease. The lens has an aperture ring which makes it fully backwards compatible with 645 film cameras. The petal-shaped bayonet lens hood has a removable piece which makes it easier to adjust a circular polarizer.,https://www.pentaxforums.com/lensreviews/data/12/HD645DFA35mm.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-645-35mm-f35-alif.html
317,SMC Pentax-FA 645 35mm F3.5 AL [IF],9,1,9.2,8,8.5,0,9.2,9.2,8,"57,803","Tue May 9, 2023",100% of reviewers,$888.33 ,9,Extreme wide angle lens with autofocus. This lens uses a petal-shaped bayonet lens hood which might be preferable to the round hood of the A version of this lens. The field of view corresponds to that of a 24mm lens in the 24x36mm format. In 2015 this lens was replaced with the D FA 35mm F3.5 lens .,https://www.pentaxforums.com/lensreviews/data/12/SMC_Pentax-FA_645_35mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-35mm-F3.5-Lens.html
318,SMC Pentax-A 645 35mm F3.5,9,1,9.4,8.4,8.3,0,9.8,9.6,19,"113,774","Tue May 9, 2023",100% of reviewers,$489.98 ,9.17,"Extreme wide angle lens, manual focus. This lens uses a round hood as opposed to the petal-shaped hood of the FA and D FA versions. The field of view corresponds to that of a 24mm lens in the 24x36 mm format.",https://www.pentaxforums.com/lensreviews/data/12/SMC_Pentax-A_645_35mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-35mm-F3.5-Lens.html
319,SMC Pentax-FA 645 45mm F2.8,9,2,8.8,8.3,9,0,9.5,9.5,9,"55,742","Wed September 4, 2024",100% of reviewers,$308.00 ,8.33,Autofocus wide angle lens with a field of view corresponding roughly to 30mm in the 24x36mm film format.,https://www.pentaxforums.com/lensreviews/data/12/SMC_Pentax-FA_645_45mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-45mm-F2.8-Lens.html
320,SMC Pentax-A 645 45mm F2.8,9,2,8,6.8,7.6,0,9.4,9.6,7,"79,805","Wed May 17, 2023",100% of reviewers,$188.00 ,8.83,Manual focus wide angle lens with a field of view corresponding roughly to 30mm in the 24x36mm film format.,https://www.pentaxforums.com/lensreviews/data/12/Pentax645_45mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-45mm-F2.8-Lens.html
321,SMC Pentax-D FA 645 55mm F2.8 AL [IF] SDM AW,9,2,9.8,9.6,9.4,0,9.7,9.4,13,"78,664","Mon May 29, 2023",100% of reviewers,$819.00 ,9.75,"This lens was introduced in 2010 with the PENTAX 645D camera and incorporates a high-performance, hybrid aspherical optical element in its optics. On the 645D its field of view is that of a standard lens; on a 645 film camera it will be a wide angle lens. According to PENTAX this lens offers exceptional image-resolving power with outstanding brightness levels even at the edges, while compensating various aberrations to a minimum. All lens characteristics are optimized for digital photography: for instance, flare and ghost images are minimized by applying exclusive lens coatings to optical elements and employing anti-reflection materials for the interior of the lens barrel. As the result, this lens can bring out the full potential of the PENTAX 645D medium-format digital SLR camera. The lens covers the full 645 format and can thus be used on 645 film cameras as well as on 645 digital cameras. The lens has a built-in motor (SDM) for the autofocus function. On a 645 film camera the lens can be used in manual focus mode only, and only in P and Tv exposure modes due to the lack of an aperture ring.",https://www.pentaxforums.com/lensreviews/data/12/smc_PENTAX-D_FA_645_55_2_8_AL_IF_SDM_AW.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-D-FA-645-55mm-F2.8-Lens.html
322,SMC Pentax-A 645 55mm F2.8,9,2,9,8.4,8.1,0,10,9.1,11,"75,862","Tue February 8, 2022",100% of reviewers,$181.18 ,8.91,Moderate wide angle lens in the 645 film format and more of a normal lens on a 645 digital camera. This is a manual focus lens.,https://www.pentaxforums.com/lensreviews/data/12/SMC_Pentax-A_645_55mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-55mm-F2.8-Lens.html
323,SMC Pentax-FA 645 75mm F2.8,9,3,9.6,9.3,9,0,9.1,9.5,14,"90,866","Tue August 27, 2024",100% of reviewers,$281.56 ,9.38,"Autofocus normal lens, with a field of view in the 645 film format corresponding to a 50mm lens in the 24x36mm format. In the 645 digital format the field of view is like a (very) short telephoto lens.",https://www.pentaxforums.com/lensreviews/data/13/smc_Pentax-FA_645_75_2_8_aux-b.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-75mm-F2.8-Lens.html
324,SMC Pentax-A 645 75mm F2.8,9,3,9.6,9,9.2,0,9.5,9.6,17,"90,810","Sun May 28, 2023",100% of reviewers,$187.00 ,9.47,"Manual focus normal lens, with a field of view in the 645 film format corresponding to a 50 mm lens in the 24x36mm format. In the 645 digital format the field of view is like a (very) short telephoto lens.",https://www.pentaxforums.com/lensreviews/data/13/SMC_Pentax-A_645_75mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-75mm-F2.8-Lens.html
325,SMC Pentax 645 LS 75mm F2.8,9,3,9,10,10,0,6,8,2,"57,975","Thu June 28, 2018",100% of reviewers,$550.00 ,9.5,Normal lens in the 645 film format. In the 645 digital format it has the field of view of a short telephoto lens. The lens is manual focus only. This lens has a built-in leaf shutter which allows for high speed flash synchronization. The top speed with flash is 1/500s. The flash must be connected to the lens with an X-synch cord. The lens can also be used without the leaf shutter as an ordinary 645 lens. It has no A setting so Program and Tv exposure modes are not supported. While the lens was designed for use on Pentax 645 film cameras it will also work on the 645D and 645Z.,https://www.pentaxforums.com/lensreviews/data/13/Pentax645_LS75mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-645-LS-75mm-F2.8-Lens.html
326,HD Pentax-D FA 645 90mm F2.8 ED AW SR Macro,9,4,10,9.9,9.6,0,8.6,9,8,"48,743","Sat February 25, 2023",100% of reviewers,"$3,769.83 ",9.86,"The HD Pentax-D FA 645 90mm ED AW SR Macro is a short telephoto lens designed for use with PENTAX 645 digital cameras where the focal length is ideal for macro and portraiture. Pentax promises a beautiful bokeh (out-of-focus effect) thanks in part to an aperture with 9 rounded blades. The lens provides up to 0.5x magnification and incorporates two ED (extra-low dispersion) elements and one glass-molded aspherical element in its optics. The lens covers the full 645 format and can thus be used on 645 film cameras as well as on 645 digital cameras. It has built-in Shake Reduction and is weather-sealed like all other modern medium format lenses from Pentax. It was the first Pentax medium format lens to feature Pentax HD coating, which is superior to the traditional SMC. The lens has a built-in motor for the autofocus function. On a 645 film camera the lens can be used in manual focus mode only, and only in P and Tv exposure modes due to the lack of an aperture ring.",https://www.pentaxforums.com/lensreviews/data/14/90mm_macro_pentax.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-645-90mm-f2.8-macro.html
327,SMC Pentax-FA 645 120mm F4 Macro,9,4,10,9.8,9.6,0,9.6,10,10,"76,284","Sat June 13, 2020",100% of reviewers,$705.50 ,10,Autofocus macro lens. The lens is also a fine short tele/portrait lens.,https://www.pentaxforums.com/lensreviews/data/14/Pentax645_120mmMacro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-120mm-F4-Macro-Lens.html
328,SMC Pentax-A 645 120mm F4 Macro,9,4,9.7,9.3,8.9,0,9.2,9.7,19,"107,608","Tue October 4, 2022",100% of reviewers,$227.37 ,9.68,Manual focus macro lens. The lens is also a fine short tele/portrait lens.,https://www.pentaxforums.com/lensreviews/data/14/SMC_Pentax-A_645_120mm_F4_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-120mm-F4-Macro-Lens.html
329,SMC Pentax 645 LS 135mm F4,9,4,10,9.7,10,0,8.3,10,5,"33,934","Sat May 14, 2016",100% of reviewers,$167.40 ,9.33,Manual focus moderate telephoto lens. This lens has a built-in leaf shutter which allows for high speed flash synchronization. The top speed with flash is 1/500s. The flash must be connected to the lens with an X-synch cord. The lens can also be used without the leaf shutter as an ordinary 645 lens. It has no A setting so Program and Tv exposure modes are not supported. Even though the lens was designed for the Pentax 645 film cameras it will also work on the 645D and 645Z.,https://www.pentaxforums.com/lensreviews/data/14/smc_Pentax_645_LS_135_4_0.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-645-LS-135mm-F4-Lens.html
330,SMC Pentax-FA 645 150mm F2.8 [IF],9,4,9.7,9.6,9.7,0,9.5,9.8,10,"76,617","Mon September 9, 2024",100% of reviewers,$611.11 ,9.56,Medium telephoto lens with autofocus. This lens has internal focusing and is half a stop faster than its A-series counterpart.,https://www.pentaxforums.com/lensreviews/data/14/Pentax645_150mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-150mm-F2.8-Lens.html
331,SMC Pentax-A 645 150mm F3.5,9,4,9.7,9.3,9,0,9.8,9.3,10,"63,578","Thu December 22, 2022",100% of reviewers,$131.11 ,9.2,"Medium telephoto lens, manual focus.",https://www.pentaxforums.com/lensreviews/data/14/smc_Pentax-A_645_150-3_5_070106_54k_es80s2s0x800.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-150mm-F3.5-Lens.html
332,SMC Pentax-FA 645 200mm F4 [IF],9,4,9.3,8.6,9,0,9.6,9.3,12,"60,527","Mon October 4, 2021",92% of reviewers,$524.70 ,9.78,Telephoto lens featuring internal focusing and autofocus.,https://www.pentaxforums.com/lensreviews/data/14/IMGP1129.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-200mm-F4-Lens.html
333,SMC Pentax-A 645 200mm F4,9,4,7,7,8.5,0,9,8,3,"46,140","Sat May 4, 2019",67% of reviewers,$260.00 ,8,"Telephoto lens, manual focus.",https://www.pentaxforums.com/lensreviews/data/14/smc_Pentax-A_645_200_4_0.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-200mm-F4-Lens.html
334,SMC pentax-FA* 645 300mm F4 ED [IF],9,4,9.5,9.3,9.5,0,9.3,9.8,6,"46,734","Sat September 17, 2022",100% of reviewers,"$1,191.67 ",9.5,"Autofocus telephoto lens featuring internal focusing. This is a ""star"" lens promising superior optical performance.",https://www.pentaxforums.com/lensreviews/data/14/smc_Pentax-FA_645_300_4_0.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-645-300mm-F4-Lens.html
335,SMC Pentax-FA 645 300mm F5.6 ED [IF],9,4,9.5,9.5,9.5,0,9.5,10,3,"34,140","Fri November 27, 2020",100% of reviewers,"$1,225.00 ",9.67,"An autofocus telephoto lens, one stop slower and about half the weight of its ""star"" counterpart .",https://www.pentaxforums.com/lensreviews/data/14/SMC_Pentax-FA_645_300mm_F56.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-300mm-F5.6-Lens.html
336,SMC Pentax-A* 645 300mm F4 ED [IF],9,4,9.9,9.5,9.6,0,9.1,9.6,12,"63,673","Sat November 26, 2022",100% of reviewers,$635.73 ,9.58,Manual focus telephoto lens featuring internal focusing. This lens is a member of Pentax' top shelf star lenses.,https://www.pentaxforums.com/lensreviews/data/14/Pentax645_300mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-645-300mm-F4-Lens.html
337,SMC Pentax-FA 645 400mm F5.6 ED [IF],9,4,9.7,8.3,8.5,0,9.7,9.6,11,"53,582","Fri September 6, 2024",100% of reviewers,"$1,210.45 ",9.27,Autofocus telephoto lens with internal focusing and a tripod mount. It is relatively light for a 400mm medium format lens.,https://www.pentaxforums.com/lensreviews/data/14/SMC_Pentax_FA645_400mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-400mm-F5.6-Lens.html
338,SMC Pentax-A* 645 600mm F5.6 ED [IF],9,5,9.7,9.1,8.7,0,7.6,9,9,"61,805","Fri January 19, 2024",100% of reviewers,"$2,693.75 ",9.33,The longest lens available for Pentax 645. This manual focus lens is a member of Pentax's star series of quality lenses. It features internal focusing and a tripod mount. It is heavy and not suited for handheld photography. Includes a drop-in circular polarizer and a two-stage built-in hood.,https://www.pentaxforums.com/lensreviews/data/14/SMC_Pentax-A_645_600mm_F56.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-Star-645-600mm-F5.6-Lens.html
339,HD Pentax-DA 645 28-45mm F4.5 ED AW SR,9,6,10,9.4,8.6,0,7.9,8.3,8,"45,063","Sat July 20, 2024",100% of reviewers,"$3,832.67 ",9.29,"The HD Pentax-DA 645 28-45mm F4.5 is a wide-angle zoom for digital Pentax medium format cameras, such as the 645Z and 645D. This lens features the latest Pentax lens technologies, including HD and Aero Bright (nano) coating, DC in-lens autofocus, Super Protect front element coating, and in-lens Shake Reduction. It corresponds roughly to a 22-36mm zoom on 35mm film and offers a diagonal field of view of 89-63 degrees. You may wish to consider this lens if the SMC Pentax-DA 645 25mm F4 AL [IF] SDM AW is too wide or restrictive for your needs. The US retail price is $4999. In the UK, the lens retails for 3399 pounds.",https://www.pentaxforums.com/lensreviews/data/22/pentax_28-45mm_nohood.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-da-645-28-45mm-f45-ed-aw-sr.html
340,SMC Pentax-FA 645 33-55mm F4.5 AL,9,6,8.3,8.3,6.7,0,9,8,5,"52,054","Mon April 5, 2021",100% of reviewers,$399.50 ,8,"Wide angle autofocus zoom. It is a good lens for sweeping landscape photos, in particular on film. Om a digital 645 camera the HD Pentax-DA 645 28-45mm is more suitable due to its wider field of view.",https://www.pentaxforums.com/lensreviews/data/22/smc_Pentax-FA_645_33-55_4_5.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-33-55mm-F4.5-Zoom-Lens.html
341,SMC Pentax-FA 645 45-85mm F4.5,9,6,9.6,9.2,8.3,0,9.2,9.6,18,"102,296","Thu August 4, 2022",100% of reviewers,$809.70 ,9.44,"Autofocus zoom reaching from wide angle to normal focal length. It is a versatile lens for landscape as well as general photography and it replaces three prime lenses, 45mm, 55mm, and 75mm.",https://www.pentaxforums.com/lensreviews/data/22/smc_Pentax-FA_645_45-85_F4_5_070106_55k_es80s2s0x800.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-45-85mm-F4.5-Zoom-Lens.html
342,SMC Pentax-A 645 45-85mm F4.5,9,6,9,8.3,8.3,0,8.3,10,3,"33,388","Sun March 3, 2019",100% of reviewers,$387.50 ,9.33,"The SMC Pentax-A 645 45-85mm is a manual focus zoom reaching from wide angle to normal focal lengths on Pentax medium format cameras. It is a versatile lens for landscape and general photography and it replaces three prime lenses, 45mm, 55mm, and 75mm.",https://www.pentaxforums.com/lensreviews/data/22/smc_pentax-A_645_45-85_4_5.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-45-85mm-F4.5-Zoom-Lens.html
343,SMC Pentax-FA 645 55-110mm F5.6,9,6,8,7.7,7.7,0,8.7,8,3,"28,485","Thu August 27, 2020",67% of reviewers,$603.00 ,8,Autofocus zoom reaching from normal/moderate wide angle to very short tele.,https://www.pentaxforums.com/lensreviews/data/22/smc_pentax-FA_645_55-110_5_6.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-55-110mm-F5.6-Zoom-Lens.html
344,SMC Pentax-FA 645 80-160mm F4.5,9,6,9.1,8.9,9.4,0,8.9,9.6,10,"69,053","Thu May 19, 2022",100% of reviewers,$396.57 ,9.44,Autofocus zoom reaching from short to medium tele. It is relatively compact and quite suitable for street photography.,https://www.pentaxforums.com/lensreviews/data/22/SMC_Pentax-FA_645_80-160mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-80-160mm-F4.5-Zoom-Lens.html
345,SMC Pentax-A 645 80-160mm F4.5,9,6,8.7,8.8,8.7,0,8.2,9.8,7,"56,864","Sun March 3, 2019",100% of reviewers,$139.67 ,9,The Pentax-A 645 80-160mm lens is a manual focus zoom going from a very short to medium tele.,https://www.pentaxforums.com/lensreviews/data/22/smc_Pentax-A_645_80-160_4_5.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-A-645-80-160mm-F4.5-Zoom-Lens.html
346,SMC Pentax-FA 645 150-300mm F5.6 ED [IF],9,6,8,8.1,8,0,9.4,8.1,9,"49,181","Mon April 5, 2021",78% of reviewers,"$1,212.00 ",8.25,Autofocus zoom lens with an angle of view from medium tele to tele.,https://www.pentaxforums.com/lensreviews/data/22/smc_Pentax-FA_645_150-300_4_5.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-645-150-300mm-F5.6-Zoom-Lens.html
347,SMC Pentax 67 / S-M-C Takumar 6x7 / Takumar 6x7 35mm F4.5 Fish Eye,10,1,6.8,5.8,6.3,0,8.3,8,8,"57,521","Thu May 6, 2021",88% of reviewers,$541.25 ,8,"A fish-eye lens with an angle of view 180 degrees diagonally. This lens came in three variants with the same optics and dimensions. The first version weighs 920g, the other are a little bit lighter at 900g. The photo shows the middle variant, from 1971.",https://www.pentaxforums.com/lensreviews/data/35/SMC_Takumar-67_Fisheye_35mm_F45.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-67-35mm-F4.5-Fish-Eye-Lens.html
348,SMC Pentax 67 / SMC Pentax-6x7 45mm F4,10,2,9,8.3,7.5,0,10,9.5,20,"122,994","Mon April 29, 2024",100% of reviewers,$353.24 ,9.21,"Ultra wide angle lens for the Pentax 6x7 format with 76 degrees field of view horizontally, roughly like a 24mm lens on a 24x36mm camera. Two versions were offered with the same optical formula, the photo above shows the second version.",https://www.pentaxforums.com/lensreviews/data/35/SMC_Pentax67_45mm_F4.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-67-45mm-F4-Lens.html
349,S-M-C Takumar 6x7 / Super Takumar 6x7 55mm F3.5,10,2,9.1,9.1,9,0,9.7,9.7,8,"65,166","Tue September 14, 2021",100% of reviewers,$123.39 ,9.43,"This wide angle lens for the Pentax 6x7 format has 65 degrees field of view horizontally, like a 28 mm lens on a 24x36mm camera. It came in two variants with the same technical data. In 1979 this lens design was superseded by the SMC Pentax-6x7 F4 with a different optical formula.",https://www.pentaxforums.com/lensreviews/data/35/SMC_Takumar_67_55mm_F35.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-Takumar-6x7-55mm-F3.5-Lens.html
350,SMC Pentax-6x7 55mm F4,10,2,9.5,9.5,9,0,9.5,10,5,"42,328","Sat March 12, 2022",100% of reviewers,$256.25 ,9,This wide angle lens for the Pentax 6x7 system lens has a field of view like a 28mm lens in the 24x36mm film format. The optical design was changed over the earlier Takumar versions which also were heavier since they were a half stop faster at f/3.5.,https://www.pentaxforums.com/lensreviews/data/35/SMC_Pentax_6x7_55mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-6x7-55mm-F4-Lens.html
351,SMC Pentax 67 55mm F4,10,2,9.6,9.6,8.9,0,9.4,9.6,11,"119,225","Thu May 5, 2022",100% of reviewers,$364.90 ,9.73,"Wide angle lens for the Pentax 6x7 system, 65 degrees field of view horizontally, like a 28 mm lens on a 24x36mm camera. This lens represents the third and most successful optical formula for a Pentax 6x7 55mm lens.",https://www.pentaxforums.com/lensreviews/data/35/SMC_Pentax_67_55mm_F4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-67-55mm-F4-Lens.html
352,SMC Pentax 67 75mm F2.8 AL,10,2,9.5,9.5,9.5,0,10,9,5,"70,602","Tue December 31, 2019",100% of reviewers,$896.25 ,9.8,"A fast, asperical 75mm lens for the Pentax 6x7 system, introduced in 2001. The lens is a moderate wide angle lens. The lens was introduced quite late in the life span of the Pentax 6x7 System and is hard to find.",https://www.pentaxforums.com/lensreviews/data/35/pentax_67_AL_75mm_2_8.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-67-75mm-F2.8-AL.html
353,SMC Pentax 67 / S-M-C Takumar 6x7 / Super Takumar 75mm F4.5,10,2,9.8,9.3,9.1,0,9.4,9.8,12,"99,823","Wed August 31, 2022",100% of reviewers,$153.42 ,9.67,"Moderate wide angle lens for the Pentax 6x7 system, field of view 50 degrees horizontally. This lens was available in three variants with the same optics. The latest variant was a bit lighter than the first two. The photo shows the latest variant, the smc PENTAX 67 75mm F4.5.",https://www.pentaxforums.com/lensreviews/data/35/SMC_Pentax-67_75mm_F45.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-67-75mm-F4.5-Lens.html
354,SMC Pentax 67 / SMC Pentax-6x7 75mm F4.5 Shift,10,2,10,9.3,7.7,0,8.3,9,6,"54,765","Wed March 13, 2024",83% of reviewers,$494.80 ,9,Shift lens designed for architectural photography with the Pentax 6x7 system. This lens came in two optically identical variants.,https://www.pentaxforums.com/lensreviews/data/35/Pentax_67_75mm_shift.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-67-75mm-F4.5-Shift-Lens.html
355,SMC Takumar 6x7 90mm F2.8 Leaf Shutter,10,3,8.4,8.4,9.4,0,8.8,9.4,8,"63,666","Sat March 18, 2023",88% of reviewers,$239.40 ,8.29,The Super-Multi-Coated Takumar 6x7 LS 90mm F2.8 is a leaf-shutter lens allowing for high-speed flash sync. The built-in leaf shutter can be decativated and the lens can then be used as an ordinary 6x7 lens.,https://www.pentaxforums.com/lensreviews/data/36/Takumar67_LeafShutter_90mm.jpg,https://www.pentaxforums.com/lensreviews/Pentax-SMC-Takumar-6x7-90mm-F2.8-Leaf-Shutter.html
