lens_id,lens_name,mount,focal_length,sharpness,aberration,bokeh,autofocus,handling,value,reviews,views,last_date,recommended_by,price,rating,description,image_link,lens_link
65,SMC Pentax-FA 28mm F2.8 Soft,5,2,9,8,9,8,8,9,3,"45,525","Mon January 31, 2022",100% of reviewers,$530.00 ,9.33,"This is a soft-focus lens where the image softness is controlled by the aperture ring (the larger the aperure, the softer the image). The aperture works manually from F2.8 to F5.6 (""stop down"" mode), and automatically from F5.6 - F22 (will meter at F5.6 in that range). This lens does not have the ""A"" setting on its aperture ring.",https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax-FA_Soft_28mm_F2_8.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28mm-F2.8-Soft-Lens.html
66,HD Pentax-FA 31mm Limited F1.8,5,2,8.5,7.2,8.8,7.9,8.5,7.7,10,"28,642","Wed May 15, 2024",80% of reviewers,$812.76 ,8.33,This modernized version of the iconic SMC Pentax-FA 31mm F1.8 Limited features updated HD coatings and rounded aperture blades.,https://www.pentaxforums.com/lensreviews/data/30/fa31mms2.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-fa-31mm-limited-f18.html
67,SMC Pentax-FA 31mm F1.8 AL Limited,5,2,9.5,8.5,9.6,8.8,9.5,8.4,97,"428,108","Tue November 21, 2023",95% of reviewers,$851.89 ,9.48,This Limited lens features all-metal barrel and a built-in hood. It is known for delivering exceptional wide-angle image quality.,https://www.pentaxforums.com/lensreviews/data/30/smc_Pentax-FA_31mm_F1_8.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-31mm-F1.8-Limited-Lens.html
68,HD Pentax-FA 35mm F2,5,2,8.9,7.9,7.3,8.5,8.7,8.3,11,"62,417","Mon September 16, 2024",100% of reviewers,$324.13 ,8.27,"This is a re-release of the well respected film era smc Pentax-FA 35mm F2 wide angle lens. This new version has HD coating as well as SP coating and an updated exterior design. The lens covers the full frame format. On APS-C the angle of view will be narrower and the lens is considered ""normal"" lens rather than a wide angle lens. The new version has retained the aperture ring and can be used with no restrictions on film cameras. This 35mm lens is rated down to -10 degrees centigrade. Case, caps and lens hood are included with the lens. This lens went on sale on February 22, 2019.",https://www.pentaxforums.com/lensreviews/data/30/HD_PENTAX-FA35mm.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-fa-35mm-f2.html
69,SMC Pentax-FA 35mm F2 AL,5,2,9.4,8.6,8.1,8.9,8.6,8.7,83,"336,581","Thu August 15, 2024",96% of reviewers,$309.44 ,9.12,The smc Pentax-FA 35mm is a compact full-frame wide-angle lens with fast aperture. In 2019 it was replaced with an HD coated version.,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax-FA_35mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-35mm-F2-Lens.html
70,HD Pentax-FA 43mm Limited F1.9,5,2,10,9,10,9,9,10,1,"25,072","Sat October 30, 2021",No recommendations,N/A,10,This modernized version of the iconic SMC Pentax-FA 43mm F1.9 Limited features updated HD coatings and rounded aperture blades.,https://www.pentaxforums.com/lensreviews/data/30/fa43mms0.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-fa-43mm-limited-f19.html
71,SMC Pentax-FA 43mm F1.9 Limited,5,2,9.5,8.7,9,9.1,9.4,8.8,101,"413,405","Mon June 3, 2024",96% of reviewers,$506.95 ,9.39,The Pentax FA 43mm limited is a standard prime lens featuring a metal construction and superior optics. It was for a while also available as a manual focus lens in the Leica M39 rangefinder mount with a matching optical viewfinder. That version was labeled smc Pentax-L 1:1.9 43mm Special.,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA_43mm_Limited.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-43mm-F1.9-Limited-Lens.html
72,HD Pentax-FA 50mm F1.4,5,3,0,0,0,0,0,0,0,"7,541","Wed May 17, 2023",No recommendations,N/A,N/A,"This is a so-called ""normal lens"" covering the full frame format. It was introduced in 2023 and is based on, and largely identical to, the smc Pentax-FA 50mm F1.4 lens from 1991. Which again can trace its roots via non-auto focus K-mount versions back to the screw mount Super Takumar 50mm F1.4 from then1960ies! It was reissued in 2023 with HD coating and SP coating and a more modern exterior design. It offers an affordable option of a normal lens with a film era like image rendition as opposed to the crisp rendition of the designed-for-digital HD Pentax-D FA* 50mm F1.4 .",https://www.pentaxforums.com/lensreviews/data/30/HD_Pentax-FA_50mm_F1_4_stock_x.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-fa-50mm-f14.html
73,SMC Pentax-FA 50mm F1.4 Classic,5,3,6,4,5,5,10,7,1,"8,276","Mon July 10, 2023",100% of reviewers,$380.00 ,8,"This is a so-called ""normal lens"" covering the full frame format. It was introduced in 2023 and is based on, and largely identical to, the smc Pentax-FA 50mm F1.4 lens from 1991. Which again can trace its roots via non-auto focus K-mount versions back to the screw mount Super Takumar 50mm F1.4 from then1960ies! It was reissued with SP coating in 2023 so as to offer not only an affordable option of a normal lens, but also a lens with the softer image rendition of film era lenses particularly at large apertures. An ND filter is included which allows to use large apertures even in good light. At large apertures with backlit scenes the lens produces a rainbow flare effect.",https://www.pentaxforums.com/lensreviews/data/30/smc_Pentax-FA_50mm_F1_4_Classic_stock_x.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-fa-50mm-f14-classic.html
74,SMC Pentax-FA 50mm F1.4,5,3,8.9,8.3,9.3,8.6,8.7,9.2,160,"542,692","Sun February 4, 2024",96% of reviewers,$239.18 ,8.92,The SMC Pentax-FA 50mm F1.4 is a film-era 50mm lens with a very long production run. It was introduced in 1991 and not discountinued until 2023. It has an aperture ring and is therefore fully compatible with all Pentax DSLRs as well as film bodies. It was replaced with the Pentax-D FA* 50mm F1.4 designed specifically for digital cameras with a full frame high-resolution sensor. APS-C shooters have the Pentax-DA* 55mm F1.4 as an alternative.,https://www.pentaxforums.com/lensreviews/data/30/smc_Pentax-FA_50mm_F1_4_100514_11j_webcss11.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-50mm-F1.4-Lens.html
75,SMC Pentax-FA 50mm F1.7,5,3,9.7,9.2,9.2,9.2,9.3,9.7,42,"274,139","Fri December 1, 2023",95% of reviewers,$176.45 ,9.48,"This is a fast, compact standard lens.",https://www.pentaxforums.com/lensreviews/data/30/smc_PENTAX-FA_50mm_F1_7.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-50mm-F1.7-Lens.html
76,SMC Pentax-FA 50mm F2.8 Macro,5,3,9.9,9.3,9.3,8,8.9,9.7,45,"194,436","Wed May 31, 2023",100% of reviewers,$259.10 ,9.64,This macro lens features 1:1 magnification. The optics are seated so far from the front that no separate lens hood is required.,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA_50mm_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-50mm-F2.8-Macro-Lens.html
77,HD Pentax-FA 77mm Limited F1.8,5,4,8.8,8.2,9.2,8,9.8,8.8,5,"18,687","Wed August 16, 2023",60% of reviewers,$559.25 ,8.6,This modernized version of the iconic SMC Pentax-FA 77mm F1.8 Limited features updated HD coatings and rounded aperture blades.,https://www.pentaxforums.com/lensreviews/data/30/fa77mms.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-fa-77mm-limited-f18.html
78,SMC Pentax-FA 77mm F1.8 Limited,5,4,9.7,8.6,9.7,8.7,9.6,9.1,107,"450,402","Tue January 2, 2024",100% of reviewers,$669.84 ,9.66,The 77mm Limited lens features a metal body and built-in hood.,https://www.pentaxforums.com/lensreviews/data/30/Pentax_77_Limited_4.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-77mm-F1.8-Limited-Lens.html
79,SMC Pentax-FA* 85mm F1.4 [IF],5,4,9.9,9,9.8,9,9.5,9.5,35,"197,088","Sat September 30, 2023",97% of reviewers,"$1,059.36 ",9.71,"The Pentax FA* 85mm has a different optical design than its A* counterpart and it also incorporates internal focusing (IF). Three versions of this lens exist: S/N 301xxxx: old-style hood and no silver ring above and in-line with the aperture ring S/N 302xxxx/303xxxx: old style hood, silver ring above and in-line with the aperture ring S/N 307xxxx: new style hood, silver ring above and in-line with the aperture ring (see photo). Like for all other FA* lenses you switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus).",https://www.pentaxforums.com/lensreviews/data/30/smc_Pentax-FA_85mm_F1_4_.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-85mm-F1.4-Lens.html
80,SMC Pentax-FA 85mm F2.8 Soft,5,4,10,10,10,9.7,9.5,9.7,4,"51,483","Wed March 10, 2021",100% of reviewers,$275.33 ,9.5,"This is a soft-focus lens where the image softness is controlled by the aperture ring. The aperture works manually from F2.8 to F5.6 (""stop down"" mode), and automatically from F5.6 - F32 (will meter at F5.6 in that range). This lens does not have the ""A"" setting on its aperture ring.",https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax-FA_85mm_Soft.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-85mm-F2.8-Soft-Lens.html
81,SMC Pentax-FA 100mm F2.8 Macro,5,4,9.7,9.2,9.6,8.7,8.8,9.8,30,"202,023","Mon August 5, 2024",97% of reviewers,$334.80 ,9.53,The SMC Pentax-FA 100mm F2.8 Macro is a high-quality macro lens designed to be well above the SMC Pentax-FA 100mm F3.5 macro in image quality. It features a clamp and a focus limiter. The optics are seated that far from the front that no separate lens hood is required. Optically this lens is identical to its F-series predecessor and the D FA-series successors.,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA_100mm_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-100mm-F2.8-Macro-Lens.html
82,SMC Pentax-FA 100mm F3.5 Macro,5,4,9,8.7,8.6,7.9,7.7,9.6,14,"100,854","Fri April 10, 2020",100% of reviewers,$143.63 ,8.79,This is the slower of the two FA 100mm macro lenses.,https://www.pentaxforums.com/lensreviews/data/30/pentax_fa_100_3_5_macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-100mm-F3.5-Macro-Lens.html
83,SMC Pentax-FA 135mm F2.8 [IF],5,4,9.4,8.1,9.5,9.1,9.2,9.5,36,"137,256","Mon April 29, 2024",100% of reviewers,$326.46 ,9.11,Like its F-series predecessor this telephoto lens has an internal focusing mechanism and a built-in hood.,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA_135mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-135mm-F2.8-Lens.html
84,SMC Pentax-FA* 200mm F2.8 ED [IF],5,4,9.7,9.3,9.4,8.7,9.6,9.3,15,"89,567","Mon April 1, 2019",100% of reviewers,$853.38 ,9.6,This compact yet fast lens features extra-low dispersion (ED) elements and internal focusing (IF). You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus).,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA-star_200mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-200mm-F2.8-Lens.html
85,SMC Pentax-FA* 200mm F4 Macro ED [IF],5,4,10,10,10,9.7,9.7,9.7,7,"95,036","Mon March 7, 2016",100% of reviewers,"$2,407.00 ",10,The SMC Pentax-FA* 200mm F4 is the autofocus successor to the original Pentax A* 200mm macro lens. The FA* version was upgraded over the A* with more lens elements and internal focusing. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus).,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax-FA_star_200mm_F4_Macro1.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-200mm-F4-Macro-Lens.html
86,SMC Pentax-FA* 300mm F2.8 ED [IF],5,4,10,9.7,9.7,9.7,9,9.3,11,"102,000","Sun March 27, 2022",100% of reviewers,"$2,831.63 ",9.91,"The SMC Pentax-FA* F2.8 is a premium wide-aperture super telephoto prime. It succeeded its manual-focus counterpart, the A* 300mm F2.8 and remains the only Pentax autofocus lens of its type. This lens takes 43mm filters through a 'drop-in' filter holder near the lens mount. Pentax provided an optional circular polarizing filter in a special drop-in holder allowing for the filter to be turned with a dial on the outside, refer the second and third photos. Item number is Pentax 35184 - Circular Polarizing Filter FA*. 112 mm filters can be attached to the front. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus).",https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA_star_300mm_28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-300mm-F2.8-Lens.html
87,SMC Pentax-FA* 300mm F4.5 ED [IF],5,4,9.5,9.3,9.2,8.8,9.5,9.5,21,"113,462","Sat December 17, 2022",100% of reviewers,$757.44 ,9.48,This lightweight telephoto lens delivers clear images thanks to it's extra-low dispersion (ED) elements. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus.,https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax_FA_star_300mm_45.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-300mm-F4.5-Lens.html
88,SMC Pentax-FA* 400mm F5.6 ED [IF],5,5,9.3,7.4,9,8.4,9.6,8.6,12,"79,329","Tue June 21, 2022",100% of reviewers,"$1,614.28 ",9,The SMC Pentax-FA* 400mm F5.6 is a premium yet compact super-telephoto lens compatible with both film and digital cameras. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus.,https://www.pentaxforums.com/lensreviews/data/30/smc_Pentax-FA_400mm_F5_6_.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-400mm-F5.6-Lens.html
89,SMC Pentax-FA* 600mm F4 ED [IF],5,5,9.7,8.7,9.2,9.3,8.7,8.7,13,"96,964","Thu December 5, 2019",100% of reviewers,"$5,766.92 ",9.08,"This is the fastest 600mm lens from Pentax. The lens comes with two rear filter holders, one which takes ordinary filters, and the other which has a permanently affixed circular polarizer and a wheel that allows to turn the filter when mounted. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus.",https://www.pentaxforums.com/lensreviews/data/30/SMC_Pentax-FA-star_600mm_F4.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-600mm-F4-Lens.html
90,SMC Pentax-FA 20-35mm F4 AL,5,6,9.2,8,7.6,8.9,9.2,9.2,41,"196,553","Tue March 12, 2024",100% of reviewers,$387.13 ,9.17,The Pentax FA 20-35mm is a prosumer-quality full-frame wide-angle zoom lens with a constant aperture of F4.,https://www.pentaxforums.com/lensreviews/data/44/Pentax_20-35_2.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-20-35mm-F4-Zoom-Lens.html
91,SMC Pentax-FA 24-90mm F3.5-4.5 AL [IF],5,6,8.5,8.1,7.4,8.6,8.1,8.7,25,"137,408","Sun August 18, 2024",92% of reviewers,$354.35 ,8.08,The SMC Pentax FA 24-90mm lens was launched in 2001 and discontinued in 2004 shortly after the launch of the digital *ist D. It is a lightweight consumer walk-around zoom designed for film cameras and it works well on APS-C cameras. It may not be the best choice on a high-resolution full-frame camera due to relatively soft corner sharpness.,https://www.pentaxforums.com/lensreviews/data/44/smc_Pentax-FA_24-90_F3_5-4_5.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-24-90mm-F3.5-4.5-Zoom-Lens.html
92,SMC Pentax-FA* 28-70mm F2.8 AL,5,6,8.9,8.3,8.4,8.3,8.2,7.7,21,"150,897","Sat October 12, 2024",95% of reviewers,$867.11 ,8.86,"This fast yet heavy lens supports Power Zoom. You switch from auto focus and to manual focus by pulling the focusing ring towards the camera, and vice versa. The AF/MF switch on the camera can be left in the AF position at all times.",https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA-star_28-70mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-28-70mm-F2.8-Macro-Power-Zoom-Lens.html
93,SMC Pentax-FA 28-70mm F4 AL,5,6,7.2,7.2,7.2,7.9,7.5,7.9,50,"293,279","Sat August 24, 2024",86% of reviewers,$66.85 ,7.7,"This is a budget oriented, slower and lighter variant of a 28-70mm range zoom lens. It was designed for film cameras.",https://www.pentaxforums.com/lensreviews/data/44/IMGP1813.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-70-F4-Zoom-Lens.html
94,SMC Pentax-FA 28-80mm F3.5-4.7,5,6,6.9,6.1,6.1,7,7.1,8,15,"94,403","Wed May 18, 2022",53% of reviewers,$58.56 ,6.07,This variant of the 28-80mm lens features a heavier design as well as Power Zoom support. It was produced from 1991 to 1998. Power zoom can be enabled/disabled by sliding the zoom ring back and forth.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-80mm_powerzoom.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-80mm-F3.5-4.7-Power-Zoom-Lens.html
95,SMC Pentax-FA 28-80mm F3.5-5.6,5,6,6,5.6,5.9,8,7.3,7.2,21,"117,146","Thu August 8, 2024",86% of reviewers,$38.74 ,6.95,This lens comes in both silver and black.,https://www.pentaxforums.com/lensreviews/data/44/IMGP1816.JPG,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-80mm-F3.5-5.6-Zoom-Lens.html
96,SMC Pentax-FA 28-80mm F3.5-5.6 AL,5,6,6.2,6.6,6.4,6.4,6.8,6.6,11,"63,485","Fri December 20, 2019",91% of reviewers,$41.44 ,6.82,"This light lens was only produced for three years, until 2004.",https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA_28-80mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-80mm-F3.5-5.6-AL-Version-Zoom-Lens.html
97,SMC Pentax-FA 28-90mm F3.5-5.6,5,6,6,6.6,6.6,7.8,6.8,7.7,18,"95,371","Wed November 4, 2020",83% of reviewers,$35.40 ,6.67,This inexpensive zoom lens has a plastic bayonet and no distance scale. It was often sold bundled with a camera as a kit lens. The 28-90mm range is very convenient as a walk around lens on a film camera.,https://www.pentaxforums.com/lensreviews/data/44/a-smc_Pentax-FA_28-90_3_5-5_6.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-90mm-F3.5-5.6-Zoom-Lens.html
98,SMC Pentax-FA 28-105mm F3.2-4.5 AL [IF],5,6,7.7,7.3,7,7.2,8.5,8.2,29,"148,805","Sun January 29, 2023",83% of reviewers,$166.54 ,7.55,"The SMC Pentax-FA 28-105mm F3.2-4.5 is faster than its Power Zoom version, but it employs a lighter design consisting mostly of plastic.",https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-105mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-105mm-F3.2-4.5-Zoom-Lens.html
99,SMC-Pentax FA 28-105mm F4-5.6,5,6,8.4,7.8,7.1,8.4,8.1,9,23,"171,940","Sat February 19, 2022",100% of reviewers,$83.13 ,8.26,"The FA 28-105mm is a handy lens that features a large zoom range and the Power Zoom function. However, the extent of support for Power Zoom depends on the camera body. Check the camera specifications in our database to see if your camera supports power zoom.",https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-105mm_Power-Zoom.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-105mm-F4-5.6-Power-Zoom-Lens.html
100,SMC Pentax-FA 28-105mm F4-5.6 [IF],5,6,7.2,6.8,6.2,7.2,7.7,7.3,14,"73,254","Tue October 25, 2016",86% of reviewers,$117.54 ,7.21,This lens was designed by Tamron and therefore does not resemble other FA-series lenses.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-105mm_F4-56.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-105mm-F4-5.6-IF-Version-Zoom-Lens.html
101,SMC Pentax-FA 28-200mm F3.8-5.6 AL [IF],5,6,7.6,6.7,7.4,7.9,7.8,8.8,20,"159,655","Fri December 29, 2023",95% of reviewers,$116.25 ,7.74,This 28-200mm full-frame zoom lens lens is designed by Tamron but employs Pentax electronics and branding.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-200mm_F3_8-5_6.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-200mm-F3.8-5.6-Zoom-Lens.html
102,SMC Pentax-FA 35-80mm F4-5.6,5,6,8.4,8.4,7.1,8.9,8.6,9.8,25,"149,860","Mon January 2, 2023",100% of reviewers,$26.70 ,8.2,This lens comes in both silver and black finishes.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_35-80mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-35-80mm-F4-5.6-Zoom-Lens.html
103,SMC Pentax-FA 70-200mm F4-5.6,5,6,6.8,7.5,6.8,6.8,7.5,7.8,9,"97,411","Sat March 19, 2022",100% of reviewers,$67.38 ,7.33,This focal range is unique to the FA series; this lens features power zoom.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA_70-200mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-70-200mm-F4-5.6-Power-Zoom-Lens.html
104,SMC Pentax-FA* 80-200mm F2.8 ED [IF],5,6,9.7,9.3,9.5,9.3,8.5,9.5,21,"138,492","Sun March 8, 2020",90% of reviewers,"$1,320.63 ",9.57,"The pro-grade SMC Pentax-FA* 80-200mm F2.8 ED [IF] is fast for this zoom range. It is quite heavy because of the fast F2.8 maximum aperture and because it employs an all-metal barrel. It includes the Power Zoom feature, which can be taken advantage of on high end Pentax DSLRs as well as select film bodies. This lens also features a tripod collar. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus.",https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA_Star_80-200mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-80-200mm-F2.8-Power-Zoom-Lens.html
105,SMC Pentax-FA 80-200mm F4.7-5.6,5,6,6.9,7.3,6.6,6.7,7,7.8,14,"71,339","Sun October 15, 2023",71% of reviewers,$50.25 ,6.36,This telephoto lens is similar to its F-series predecessor.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA80-200_4-7_5-6.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-80-200mm-F4.7-5.6-Zoom-Lens.html
106,SMC Pentax-FA 80-320mm F4.5-5.6,5,6,8.2,7.8,7.9,7.1,7.9,9,47,"258,894","Sun September 15, 2024",91% of reviewers,$132.62 ,8.02,"This extreme-telephoto zoom lens has a great aperture range for its focal length. When zoomed to 80mm, it is very compact. Note that a silver-colored version also exists.",https://www.pentaxforums.com/lensreviews/data/44/Pentax_80-320_2.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-80-320mm-F4-5.6-Zoom-Lens.html
107,SMC Pentax-FA 100-300mm F4.5-5.6,5,6,6.4,6.9,6.9,7.9,7.9,7.4,13,"84,387","Sun December 17, 2023",92% of reviewers,$88.73 ,6.92,The SMC Pentax-FA 100-300mm F4.5-5.6 lens features the power zoom function; its build and optics are otherwise identical to the F-series counterpart.,https://www.pentaxforums.com/lensreviews/data/44/SMC-Pentax_FA_100-300mm_F4_5-5_6.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-100-300mm-F4.5-5.6-Power-Zoom-Lens.html
108,SMC Pentax-FA 100-300mm F4.7-5.8,5,6,8.2,7.9,8.1,7.4,7.9,9.3,55,"247,706","Fri August 4, 2023",95% of reviewers,$94.35 ,8.55,This is the slower of the two FA 100-300mm lenses. It is made of plastic and does not feature power zoom.,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_100-300mm_F47-58.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-100-300mm-F4.7-5.8-Zoom-Lens.html
109,SMC Pentax-FA* 250-600mm F5.6 ED [IF],5,6,0,0,0,0,0,0,3,"102,450","Wed January 20, 2010",100% of reviewers,"$7,000.00 ",10,"The FA* 250-600mm is slightly heavier than its F-series due to the addition of power zoom. Rather than having a single ring for focusing and zooming, this lens has a dedicated focusing ring and a dedicated zoom ring, arguably improving its overall handling. This lens takes 43mm filters through a 'drop-in' filter holder near the lens mount. Pentax provided an optional aftermarket circular polarizing filter in a special drop-in holder allowing for the filter to be turned with a dial on the outside, refer the second and third photos. Item number is Pentax 35184 - Circular Polarizing Filter FA*. 112mm filters can be attached to the front. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus. Full weight with tripod collar is 5800g.",https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA-star_250-600mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-250-600mm-F5.6-Power-Zoom-Lens.html
110,SMC Pentax-FA J 18-35mm F4-5.6,5,6,7.7,7.5,6.6,8.2,8.7,9.4,28,"113,519","Tue July 11, 2023",100% of reviewers,$118.58 ,7.96,"This wide-angle zoom lens features full-frame coverage. On digital bodies, the DA 18-55mm kit lens offers a better zoom range and slightly faster speed.",https://www.pentaxforums.com/lensreviews/data/31/SMC_Pentax_FAJ_18-35mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FAJ-18-35mm-F4-5.6-Zoom-Lens.html
111,SMC Pentax-FA J 28-80mm F3.5-5.6 AL,5,6,8,7.2,7.8,7.6,8.6,9.8,11,"53,325","Mon April 10, 2023",64% of reviewers,$32.83 ,6.27,This inexpensive lens lacks an aperture ring as do all FA J lenses.,https://www.pentaxforums.com/lensreviews/data/31/SMC-Pentax_FAX_28-80mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FAJ-28-80mm-F3.5-5.6-Zoom-Lens.html
112,SMC Pentax-FA J 75-300mm F4.5-5.8 AL,5,6,6.8,6.6,6.9,7.8,7.8,8.1,23,"129,524","Sat January 2, 2021",96% of reviewers,$116.71 ,7.57,This zoom lens offers slightly slower speed than the FA 80-320mm.,https://www.pentaxforums.com/lensreviews/data/31/SMC_Pentax-FAJ_75-300mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FAJ-75-300mm-F4.5-5.8-Zoom-Lens.html
113,SMC Pentax-F 28mm F2.8,4,2,9.6,9,8.7,9.3,9.4,9.6,44,"248,912","Sat February 24, 2024",100% of reviewers,$197.03 ,9.5,This is the autofocus successor to the A version of this lens. The optics remained unchanged.,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_28mm_F28.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-28mm-F2.8-Lens.html
114,SMC Pentax-F 50mm F1.4,4,3,9.3,8.7,9.6,8.6,9.3,9.4,18,"138,091","Mon July 29, 2024",100% of reviewers,$251.80 ,9.5,This is a very fast and compact standard autofocus lens. Optically it is identical to its A-series predecessor.,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax_F_50mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-50mm-F1.4-Lens.html
115,SMC Pentax-F 50mm F1.7,4,3,9.6,8.6,9,8.6,8.9,9.7,99,"366,692","Tue August 22, 2023",100% of reviewers,$130.44 ,9.18,This is a fast and compact standard autofocus lens. Optically the lens is the same as its A-series predecessor.,https://www.pentaxforums.com/lensreviews/data/29/Pentax_50_32.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-50mm-F1.7-Lens.html
